Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand RGD ID,Receptor RGD ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000287,Cd55 Adgre5,Cd55,Adgre5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cd55%20Adgre5-based-on-Pubmed-ID-12417446,%209064337-in-rat","Cd55 (RH132379, RH139453, RH141317, Daf, Daf1)","Adgre5 (RH130682, Cd97, LOC361383)",RGD:620651,RGD:1305595,ENSRNOG00000003927,ENSRNOG00000004489,"CD55 (DAF, CR, TC, CROM)","ADGRE5 (CD97, TM7LN1)","secreted, cell membrane",cell membrane
CDB15:0000288,Cd5l Cd5,Cd5l,Cd5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cd5l%20Cd5-based-on-Pubmed-ID-9723705-in-rat,"Cd5l (RH130363, LOC310693, MGC112716)","Cd5 (RH94546, LOC100911215, MGC114334)",RGD:1308526,RGD:2309,ENSRNOG00000081265,ENSRNOG00000020872,"CD5L (API6, Spalpha)","CD5 (LEU1, T1)",secreted,cell membrane
CDB15:0000289,Cd70 Cd27,Cd70,Cd27,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cd70%20Cd27-based-on-Pubmed-ID-15723067,%207479974,%208120384,%208186199,%209767422,%209862673-in-rat",Cd70 (LOC301132),"Cd27 (MGC112688, Tnfrsf7)",RGD:1588573,RGD:1560499,ENSRNOG00000051015,ENSRNOG00000027466,"CD70 (CD27LG, TNFSF7, CD27L, CD27-L)","CD27 (TNFRSF7, S152, Tp55)",cell membrane,cell membrane
CDB15:0000290,Cdh1 Itgae,Cdh1,Itgae,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh1%20Itgae-based-on-Pubmed-ID-12434297,%207969453,%209233649,%209425167-in-rat","Cdh1 (Cdh1, D19Rat46, RH127400)","Itgae (D10Rat241, RH134369, UniSTS:237527, ENSRNOG00000070390)",RGD:69279,RGD:621644,ENSRNOG00000020151,ENSRNOG00000046639,"CDH1 (UVO, uvomorulin, CD324)","ITGAE (CD103, HUMINAE)",cell membrane,cell membrane
CDB15:0000291,Cdh1 Itgb7,Cdh1,Itgb7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh1%20Itgb7-based-on-Pubmed-ID-9425167-in-rat,"Cdh1 (Cdh1, D19Rat46, RH127400)","Itgb7 (D7Ztm1, RH94429)",RGD:69279,RGD:2929,ENSRNOG00000020151,ENSRNOG00000012208,"CDH1 (UVO, uvomorulin, CD324)",ITGB7,cell membrane,cell membrane
CDB15:0000292,Cdh1 Klrg1,Cdh1,Klrg1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh1%20Klrg1-based-on-Pubmed-ID-16461340,%2019604491-in-rat","Cdh1 (Cdh1, D19Rat46, RH127400)",Klrg1 (MAFA),RGD:69279,RGD:61978,ENSRNOG00000020151,ENSRNOG00000014918,"CDH1 (UVO, uvomorulin, CD324)","KLRG1 (MAFA, 2F1, MAFA-L, CLEC15A)",cell membrane,cell membrane
CDB15:0000293,Cel Cxcr4,Cel,Cxcr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cel%20Cxcr4-based-on-Pubmed-ID-18037996-in-rat,"Cel (D3Arb3, D3Wox12, RH132776, Bal, Bssl)","Cxcr4 (D13Wox18, RH129152, CXC-R4, CXCR-4, LESTR, MGC108696)",RGD:2331,RGD:620465,ENSRNOG00000010406,ENSRNOG00000003866,"CEL (BSSL, MODY8)","CXCR4 (LESTR, NPY3R, HM89, NPYY3R, D2S201E, fusin, HSY3RR, NPYR, CD184)",secreted,cell membrane
CDB15:0000294,Cfh Itgam,Cfh,Itgam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cfh%20Itgam-based-on-Pubmed-ID-9558116-in-rat,"Cfh (Cfh, RH130216, AMBP-1, AMBP1, Fh)","Itgam (D1Got166, D1Smu10, Cd11b)",RGD:620428,RGD:2926,ENSRNOG00000030715,ENSRNOG00000019728,"CFH (HF, HF1, HF2, HUS, FHL1, ARMS1, ARMD4)","ITGAM (CR3A, CD11B, MAC-1, CD11b)",secreted,cell membrane
CDB15:0000295,Cfh Sell,Cfh,Sell,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cfh%20Sell-based-on-Pubmed-ID-10377245-in-rat,"Cfh (Cfh, RH130216, AMBP-1, AMBP1, Fh)","Sell (D13Got57, A.11, LAM-1, LECAM-1, LECAM1, ly-22)",RGD:620428,RGD:3655,ENSRNOG00000030715,ENSRNOG00000002776,"CFH (HF, HF1, HF2, HUS, FHL1, ARMS1, ARMD4)","SELL (LYAM1, LNHR, LSEL, LAM1, LAM-1, hLHRc, Leu-8, Lyam-1, PLNHR, CD62L)",secreted,cell membrane
CDB15:0000296,Cga Fshr,Cga,Fshr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cga%20Fshr-based-on-Pubmed-ID-12374801,%2015662415-in-rat","Cga (RH139948, Gpa1, pituitary hormone)","Fshr (AU046405, D6Got329, D6Mit5, FSHR, FSH-R)",RGD:620436,RGD:2632,ENSRNOG00000009269,ENSRNOG00000016783,"CGA (HCG, GPHa, GPHA1, FSHA, LHA, TSHA, GPA1)","FSHR (ODG1, FSHRO, LGR1)",secreted,cell membrane
CDB15:0000297,Cga Lhcgr,Cga,Lhcgr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cga%20Lhcgr-based-on-Pubmed-ID-10342833,%2012727981-in-rat","Cga (RH139948, Gpa1, pituitary hormone)","Lhcgr (LHCGR, RH138460, LH/CG-R, LSH-R, LSHR, Lhr)",RGD:620436,RGD:3007,ENSRNOG00000009269,ENSRNOG00000016712,"CGA (HCG, GPHa, GPHA1, FSHA, LHA, TSHA, GPA1)","LHCGR (HHG, LHR, LCGR, LGR2, ULG5)",secreted,cell membrane
CDB15:0000298,Cga Tshr,Cga,Tshr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cga%20Tshr-based-on-Pubmed-ID-7919997-in-rat,"Cga (RH139948, Gpa1, pituitary hormone)","Tshr (PMC102181P1, RH144511, RH94520, Tshr, TSH-R, TSHRA)",RGD:620436,RGD:3911,ENSRNOG00000009269,ENSRNOG00000003972,"CGA (HCG, GPHa, GPHA1, FSHA, LHA, TSHA, GPA1)",TSHR (LGR3),secreted,cell membrane
CDB15:0000300,Chad Itga2,Chad,Itga2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Chad%20Itga2-based-on-Pubmed-ID-9281592-in-rat,Chad,"Itga2 (Itga2, CD49B, GPIa, HPA-5)",RGD:2336,RGD:621632,ENSRNOG00000003304,ENSRNOG00000058111,CHAD (SLRR4A),"ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",secreted,cell membrane
CDB15:0000301,Chad Itgb1,Chad,Itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Chad%20Itgb1-based-on-Pubmed-ID-9281592-in-rat,Chad,"Itgb1 (AU048052, Itgb1, RH138141, UniSTS:256618, LOC102556297)",RGD:2336,RGD:2927,ENSRNOG00000003304,ENSRNOG00000010966,CHAD (SLRR4A),"ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000302,Clcf1 Cntfr,Clcf1,Cntfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clcf1%20Cntfr-based-on-Pubmed-ID-11285233,%2011294841-in-rat","Clcf1 (Bsf3, Clc, LOC365395, MGC112574, NNT-1)",Cntfr (UniSTS:496823),RGD:1303171,RGD:1303100,ENSRNOG00000018752,ENSRNOG00000047307,"CLCF1 (NNT1, BSF3, CLC, NR6, CISS2, BSF-3, NNT-1)",CNTFR,secreted,cell membrane
CDB15:0000303,Clcf1 Il6st,Clcf1,Il6st,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clcf1%20Il6st-based-on-Pubmed-ID-10966616,%2011285233-in-rat","Clcf1 (Bsf3, Clc, LOC365395, MGC112574, NNT-1)","Il6st (AI171807, Ac1055, Gp130, IL-6R-beta, IL-6RB)",RGD:1303171,RGD:2903,ENSRNOG00000018752,ENSRNOG00000013963,"CLCF1 (NNT1, BSF3, CLC, NR6, CISS2, BSF-3, NNT-1)","IL6ST (GP130, CD130, sGP130, IL-6RB)",secreted,cell membrane
CDB15:0000304,Clcf1 Lifr,Clcf1,Lifr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clcf1%20Lifr-based-on-Pubmed-ID-10966616,%2011285233-in-rat","Clcf1 (Bsf3, Clc, LOC365395, MGC112574, NNT-1)",Lifr (LIF-R),RGD:1303171,RGD:621431,ENSRNOG00000018752,ENSRNOG00000011696,"CLCF1 (NNT1, BSF3, CLC, NR6, CISS2, BSF-3, NNT-1)",LIFR (CD118),secreted,cell membrane
CDB15:0000305,Cntf Cntfr,Cntf,Cntfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntf%20Cntfr-based-on-Pubmed-ID-16051226,%207810882,%208627290-in-rat","Cntf (Cntf, D1Bda54, RH127650, RH128594, RH94581)",Cntfr (UniSTS:496823),RGD:2370,RGD:1303100,ENSRNOG00000012460,ENSRNOG00000047307,CNTF (HCNTF),CNTFR,secreted,cell membrane
CDB15:0000306,Cntf Il6r,Cntf,Il6r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntf%20Il6r-based-on-Pubmed-ID-12643274-in-rat,"Cntf (Cntf, D1Bda54, RH127650, RH128594, RH94581)","Il6r (BM389764, RH127619, RH132797, IL-6R 1, IL-6R-alpha, IL-6RA, IL6R1, Il6ra)",RGD:2370,RGD:2902,ENSRNOG00000012460,ENSRNOG00000020811,CNTF (HCNTF),"IL6R (CD126, IL-6R, IL-1Ra, IL6RA, gp80)",secreted,cell membrane
CDB15:0000307,Cntf Il6st,Cntf,Il6st,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntf%20Il6st-based-on-Pubmed-ID-16051226-in-rat,"Cntf (Cntf, D1Bda54, RH127650, RH128594, RH94581)","Il6st (AI171807, Ac1055, Gp130, IL-6R-beta, IL-6RB)",RGD:2370,RGD:2903,ENSRNOG00000012460,ENSRNOG00000013963,CNTF (HCNTF),"IL6ST (GP130, CD130, sGP130, IL-6RB)",secreted,cell membrane
CDB15:0000308,Cntf Lifr,Cntf,Lifr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntf%20Lifr-based-on-Pubmed-ID-16051226-in-rat,"Cntf (Cntf, D1Bda54, RH127650, RH128594, RH94581)",Lifr (LIF-R),RGD:2370,RGD:621431,ENSRNOG00000012460,ENSRNOG00000011696,CNTF (HCNTF),LIFR (CD118),secreted,cell membrane
CDB15:0000309,Cntn2 Cntn1,Cntn2,Cntn1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn2%20Cntn1-based-on-Pubmed-ID-12139915-in-rat,"Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)","Cntn1 (AU048466, BF415915, Cntn1, D7Got118, F3)",RGD:3821,RGD:621300,ENSRNOG00000009033,ENSRNOG00000004438,"CNTN2 (TAX, AXT, TAG-1, TAX1)","CNTN1 (F3, GP135)","secreted, cell membrane",cell membrane
CDB15:0000310,Cntn2 Cntnap2,Cntn2,Cntnap2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn2%20Cntnap2-based-on-Pubmed-ID-27621318-in-rat,"Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)","Cntnap2 (AU048430, AU049338, AW523771, BE095511, D4Arb30, D4Got279, D4Got53, D4Got54, D4Got55, D4Got56, D4Got57, D4Mgh24, D4Rat164, D4Rat213, D4Rat263, D4Rat29, D4Rat30, D4Rat31, D4Rat32, D5Got305, G46753, GDB:1318422, RH137515, RH138106, RH142692, px-50f10, LOC100364190, LOC362355, LOC500105)",RGD:3821,RGD:1307076,ENSRNOG00000009033,ENSRNOG00000006617,"CNTN2 (TAX, AXT, TAG-1, TAX1)","CNTNAP2 (Caspr2, KIAA0868, NRXN4)","secreted, cell membrane",cell membrane
CDB15:0000311,Cntn2 Nrcam,Cntn2,Nrcam,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn2%20Nrcam-based-on-Pubmed-ID-12139915,%201720120,%208641271-in-rat","Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)","Nrcam (AW535153, D6Rat24, RH140409, RH141931, RH94713, nr-CAM)",RGD:3821,RGD:3209,ENSRNOG00000009033,ENSRNOG00000004067,"CNTN2 (TAX, AXT, TAG-1, TAX1)","NRCAM (KIAA0343, Bravo)","secreted, cell membrane",cell membrane
CDB15:0000312,Cntn2 Nrp1,Cntn2,Nrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn2%20Nrp1-based-on-Pubmed-ID-22836270-in-rat,"Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)","Nrp1 (D17S1155, D19Got121, D19Got141, Nrp1, RH127171, UniSTS:465488, Nrp)",RGD:3821,RGD:621588,ENSRNOG00000009033,ENSRNOG00000010744,"CNTN2 (TAX, AXT, TAG-1, TAX1)","NRP1 (NRP, VEGF165R, CD304)","secreted, cell membrane",cell membrane
CDB15:0000313,Cntn4 Ptprg,Cntn4,Ptprg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn4%20Ptprg-based-on-Pubmed-ID-20133774-in-rat,"Cntn4 (D4Got104, D4Got107, D4Got151, D4Rat81, RH144086, X99043, Big-2)","Ptprg (BE102252, BE116836, BF390487, D15Got18, D15Kyo1, D15Rat136, RH133004, Ptpg, RPTP gamma, RPTP gamma A, RPTP gamma B, RPTP gamma C, RPTP gamma S)",RGD:621361,RGD:620774,ENSRNOG00000005652,ENSRNOG00000009419,CNTN4 (BIG-2),"PTPRG (PTPG, RPTPG)","secreted, cell membrane",cell membrane
CDB15:0000314,Col11a1 Itga2,Col11a1,Itga2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col11a1%20Itga2-based-on-Pubmed-ID-36233024-in-rat,"Col11a1 (AI230651, AI599979, D2Rat54, RH134389)","Itga2 (Itga2, CD49B, GPIa, HPA-5)",RGD:2372,RGD:621632,ENSRNOG00000023148,ENSRNOG00000058111,"COL11A1 (COLL6, DFNA37, STL2, CO11A1)","ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",secreted,cell membrane
CDB15:0000315,Col11a1 Itgb1,Col11a1,Itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col11a1%20Itgb1-based-on-Pubmed-ID-36233024-in-rat,"Col11a1 (AI230651, AI599979, D2Rat54, RH134389)","Itgb1 (AU048052, Itgb1, RH138141, UniSTS:256618, LOC102556297)",RGD:2372,RGD:2927,ENSRNOG00000023148,ENSRNOG00000010966,"COL11A1 (COLL6, DFNA37, STL2, CO11A1)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000316,Col14a1 Cd44,Col14a1,Cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col14a1%20Cd44-based-on-Pubmed-ID-8986622-in-rat,"Col14a1 (BF415927, RH130146, RH134494, LOC314981)","Cd44 (PMC111028P1, RH134771, RH142186, RH94478, CD44A, ECMR-III, HUTCH-I, MGC124941, PGP-1, PGP-I, RHAMM)",RGD:1305806,RGD:2307,ENSRNOG00000026415,ENSRNOG00000006094,COL14A1 (UND),"CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",secreted,cell membrane
CDB15:0000317,Col18a1 Gpc1,Col18a1,Gpc1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col18a1%20Gpc1-based-on-Pubmed-ID-11336704-in-rat,"Col18a1 (D20Rat3, RH129672, RH135187, RH137498, RH80498)","Gpc1 (BE095670, BF390538, D9Got115, RH133623, UniSTS:498343, UniSTS:498431, HSPG M12, HSPGM12)",RGD:70936,RGD:61853,ENSRNOG00000001229,ENSRNOG00000049437,"COL18A1 (KNO, KS, KNO1)",GPC1 (glypican),secreted,cell membrane
CDB15:0000318,Col18a1 Gpc4,Col18a1,Gpc4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col18a1%20Gpc4-based-on-Pubmed-ID-11336704-in-rat,"Col18a1 (D20Rat3, RH129672, RH135187, RH137498, RH80498)","Gpc4 (AI071251, AU048085, RH143854, UniSTS:471081, X83577, LOC317322)",RGD:70936,RGD:1359399,ENSRNOG00000001229,ENSRNOG00000002413,"COL18A1 (KNO, KS, KNO1)",GPC4 (K-glypican),secreted,cell membrane
CDB15:0000319,Col18a1 Itga5,Col18a1,Itga5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col18a1%20Itga5-based-on-Pubmed-ID-11158588,%2012682293-in-rat","Col18a1 (D20Rat3, RH129672, RH135187, RH137498, RH80498)","Itga5 (Itga5_mapped, Itga5_retired)",RGD:70936,RGD:2925,ENSRNOG00000001229,ENSRNOG00000057451,"COL18A1 (KNO, KS, KNO1)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB15:0000320,Col18a1 Itgb1,Col18a1,Itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col18a1%20Itgb1-based-on-Pubmed-ID-12682293-in-rat,"Col18a1 (D20Rat3, RH129672, RH135187, RH137498, RH80498)","Itgb1 (AU048052, Itgb1, RH138141, UniSTS:256618, LOC102556297)",RGD:70936,RGD:2927,ENSRNOG00000001229,ENSRNOG00000010966,"COL18A1 (KNO, KS, KNO1)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000321,Col18a1 Kdr,Col18a1,Kdr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col18a1%20Kdr-based-on-Pubmed-ID-12029087-in-rat,"Col18a1 (D20Rat3, RH129672, RH135187, RH137498, RH80498)","Kdr (AU048544, RH128586, RH94641, FLK-1, MGC93590, Vegfr-2)",RGD:70936,RGD:2965,ENSRNOG00000001229,ENSRNOG00000046829,"COL18A1 (KNO, KS, KNO1)","KDR (FLK1, VEGFR, VEGFR2, CD309)",secreted,cell membrane
CDB15:0000322,Col1a1 Cd44,Col1a1,Cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Cd44-based-on-Pubmed-ID-1730778-in-rat,"Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Cd44 (PMC111028P1, RH134771, RH142186, RH94478, CD44A, ECMR-III, HUTCH-I, MGC124941, PGP-1, PGP-I, RHAMM)",RGD:61817,RGD:2307,ENSRNOG00000003897,ENSRNOG00000006094,COL1A1 (OI4),"CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",secreted,cell membrane
CDB15:0000323,Col1a1 Ddr1,Col1a1,Ddr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Ddr1-based-on-Pubmed-ID-16440311,%209659899,%209659900-in-rat","Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Ddr1 (D20Yum39, Cak, Drd1, PTK3D)",RGD:61817,RGD:2252,ENSRNOG00000003897,ENSRNOG00000057125,COL1A1 (OI4),"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",secreted,cell membrane
CDB15:0000324,Col1a1 Ddr2,Col1a1,Ddr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Ddr2-based-on-Pubmed-ID-12611880,%209659899,%209659900-in-rat","Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Ddr2 (AW495251, RH130509, RH141613, LOC360265, LOC685781, Tyro10)",RGD:61817,RGD:619855,ENSRNOG00000003897,ENSRNOG00000002881,COL1A1 (OI4),"DDR2 (TYRO10, NTRKR3, TKT)",secreted,cell membrane
CDB15:0000325,Col1a1 Itga1,Col1a1,Itga1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Itga1-based-on-Pubmed-ID-16043429-in-rat,"Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Itga1 (RH130277, VLA-1)",RGD:61817,RGD:2923,ENSRNOG00000003897,ENSRNOG00000053550,COL1A1 (OI4),"ITGA1 (VLA1, CD49a)",secreted,cell membrane
CDB15:0000326,Col1a1 Itga11,Col1a1,Itga11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Itga11-based-on-Pubmed-ID-10464311-in-rat,"Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Itga11 (LOC102546312, LOC315744)",RGD:61817,RGD:1311711,ENSRNOG00000003897,ENSRNOG00000006723,COL1A1 (OI4),ITGA11 (HsT18964),secreted,cell membrane
CDB15:0000327,Col1a1 Itga2,Col1a1,Itga2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Itga2-based-on-Pubmed-ID-16043429,%2033026975,%207688313-in-rat","Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Itga2 (Itga2, CD49B, GPIa, HPA-5)",RGD:61817,RGD:621632,ENSRNOG00000003897,ENSRNOG00000058111,COL1A1 (OI4),"ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",secreted,cell membrane
CDB15:0000328,Col1a1 Itgav,Col1a1,Itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Itgav-based-on-Pubmed-ID-1693626-in-rat,"Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Itgav (D3Got143, RH140315, Cd51)",RGD:61817,RGD:1310613,ENSRNOG00000003897,ENSRNOG00000004912,COL1A1 (OI4),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000329,Col1a1 Itgb1,Col1a1,Itgb1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a1%20Itgb1-based-on-Pubmed-ID-10464311,%2031987794-in-rat","Col1a1 (COL1A1, PMC151926P1, PMC275467P3, PMC34669P1, RH128280, COLIA1)","Itgb1 (AU048052, Itgb1, RH138141, UniSTS:256618, LOC102556297)",RGD:61817,RGD:2927,ENSRNOG00000003897,ENSRNOG00000010966,COL1A1 (OI4),"ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000330,Col1a2 Cd44,Col1a2,Cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a2%20Cd44-based-on-Pubmed-ID-1730778-in-rat,"Col1a2 (AA819207, AI179432, Col1a2, D4Rat151, GDB:177260, GDB:180350, RH132451, RH133324, NEWGENE_621351)","Cd44 (PMC111028P1, RH134771, RH142186, RH94478, CD44A, ECMR-III, HUTCH-I, MGC124941, PGP-1, PGP-I, RHAMM)",RGD:621351,RGD:2307,ENSRNOG00000011292,ENSRNOG00000006094,COL1A2 (OI4),"CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",secreted,cell membrane
CDB15:0000331,Col1a2 Itga1,Col1a2,Itga1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a2%20Itga1-based-on-Pubmed-ID-16043429-in-rat,"Col1a2 (AA819207, AI179432, Col1a2, D4Rat151, GDB:177260, GDB:180350, RH132451, RH133324, NEWGENE_621351)","Itga1 (RH130277, VLA-1)",RGD:621351,RGD:2923,ENSRNOG00000011292,ENSRNOG00000053550,COL1A2 (OI4),"ITGA1 (VLA1, CD49a)",secreted,cell membrane
CDB15:0000332,Col1a2 Itga11,Col1a2,Itga11,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a2%20Itga11-based-on-Pubmed-ID-10464311,%2030632962-in-rat","Col1a2 (AA819207, AI179432, Col1a2, D4Rat151, GDB:177260, GDB:180350, RH132451, RH133324, NEWGENE_621351)","Itga11 (LOC102546312, LOC315744)",RGD:621351,RGD:1311711,ENSRNOG00000011292,ENSRNOG00000006723,COL1A2 (OI4),ITGA11 (HsT18964),secreted,cell membrane
CDB15:0000333,Col1a2 Itga2,Col1a2,Itga2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Col1a2%20Itga2-based-on-Pubmed-ID-16043429,%2033026975-in-rat","Col1a2 (AA819207, AI179432, Col1a2, D4Rat151, GDB:177260, GDB:180350, RH132451, RH133324, NEWGENE_621351)","Itga2 (Itga2, CD49B, GPIa, HPA-5)",RGD:621351,RGD:621632,ENSRNOG00000011292,ENSRNOG00000058111,COL1A2 (OI4),"ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",secreted,cell membrane
